GYEAR,G_ID,PIT_ID,PCODE,HIT_VEL,HIT_ANG_VER,HIT_RESULT,PIT_VEL,STADIUM,barrel
2019,20190323HHOB0,190323_141330,76753,132.99,72.6,13,135.5,1,0
2019,20190323HHOB0,190323_141717,68730,146.08,4.7,1,137.97,1,1
2019,20190323HHOB0,190323_141942,71752,116.93,2.9,1,143.43,1,0
2019,20190323HHOB0,190323_142111,73136,135.1,-2.5,5,138.24,1,0
2019,20190323HHOB0,190323_143730,78288,161.25,-5.3,1,135.04,1,0
2019,20190323HHOB0,190323_144539,69209,126.45,2.5,8,143.61,1,0
2019,20190323HHOB0,190323_145121,76753,155.92,8.7,2,141.6,1,1
2019,20190323HHOB0,190323_150114,62244,117.71,31.4,14,143.54,1,1
2019,20190323HHOB0,190323_150218,74206,130.97,72.5,13,143.86,1,0
2019,20190323HHOB0,190323_150432,79240,129.35,50.2,14,145.31,1,1
2019,20190323HHOB0,190323_150915,78288,122.43,34.7,14,130.69,1,1
2019,20190323HHOB0,190323_151016,68743,136.3,48.7,14,142.84,1,1
2019,20190323HHOB0,190323_151345,79231,121.52,22.0,1,133.84,1,1
2019,20190323HHOB0,190323_151936,75334,123.4,51.0,14,128.23,1,1
2019,20190323HHOB0,190323_152112,69209,125.51,3.3,5,144.63,1,0
2019,20190323HHOB0,190323_153117,68730,164.56,-0.2,1,143.39,1,0
2019,20190323HHOB0,190323_153232,71752,131.69,6.3,1,143.73,1,1
2019,20190323HHOB0,190323_154350,62244,121.71,14.5,1,134.98,1,1
2019,20190323HHOB0,190323_154510,74206,140.12,23.9,14,140.51,1,1
2019,20190323HHOB0,190323_154613,79240,125.36,0.4,5,131.75,1,0
2019,20190323HHOB0,190323_160441,79231,61.33,52.6,13,137.72,1,0
2019,20190323HHOB0,190323_161149,75334,140.17,38.6,14,135.49,1,1
2019,20190323HHOB0,190323_161509,69209,148.42,0.8,1,133.98,1,0
2019,20190323HHOB0,190323_162252,76753,163.35,7.1,12,140.14,1,1
2019,20190323HHOB0,190323_163126,71752,147.73,-6.4,8,120.3,1,0
2019,20190323HHOB0,190323_163656,79240,153.06,-4.2,5,139.66,1,0
2019,20190323HHOB0,190323_163959,73136,142.57,17.2,1,140.67,1,1
2019,20190323HHOB0,190323_164910,78288,154.59,11.6,1,134.97,1,1
2019,20190323HHOB0,190323_170841,69209,141.56,8.9,2,142.03,1,1
2019,20190323HHOB0,190323_171817,68730,147.71,7.6,1,139.89,1,1
2019,20190323HHOB0,190323_172432,73136,138.41,25.5,17,138.56,1,1
2019,20190323KTSK0,190323_141028,74339,161.52,-5.9,1,140.11,3,0
2019,20190323KTSK0,190323_142226,62895,148.75,33.7,15,142.52,3,1
2019,20190323KTSK0,190323_142923,76812,146.46,-0.8,1,123.05,3,0
2019,20190323KTSK0,190323_143242,71837,117.16,37.2,14,141.49,3,1
2019,20190323KTSK0,190323_144050,76313,110.69,-23.6,5,129.05,3,0
2019,20190323KTSK0,190323_144145,73113,83.64,-33.8,5,147.95,3,0
2019,20190323KTSK0,190323_144350,76802,103.38,51.5,14,143.51,3,0
2019,20190323KTSK0,190323_144539,62895,164.32,2.5,5,132.49,3,1
2019,20190323KTSK0,190323_145336,74339,124.29,-6.8,8,129.34,3,0
2019,20190323KTSK0,190323_150720,76313,154.05,17.2,14,144.42,3,1
2019,20190323KTSK0,190323_151145,71837,133.96,7.1,1,123.6,3,1
2019,20190323KTSK0,190323_151540,76802,132.48,54.8,14,139.76,3,0
2019,20190323KTSK0,190323_151850,62895,96.99,63.7,14,136.07,3,0
2019,20190323KTSK0,190323_152426,74339,158.35,-20.8,5,144.77,3,0
2019,20190323KTSK0,190323_152943,76812,53.83,-42.2,5,126.76,3,0
2019,20190323KTSK0,190323_160236,76802,133.64,24.7,14,139.7,3,1
2019,20190323KTSK0,190323_160924,67025,80.75,40.4,14,121.43,3,1
2019,20190323KTSK0,190323_161153,74339,122.59,41.0,14,147.7,3,1
2019,20190323KTSK0,190323_165306,76802,145.56,0.9,8,145.42,3,0
2019,20190323KTSK0,190323_170127,76313,151.54,-4.9,5,131.22,3,0
2019,20190323LGHT0,190323_140045,78135,152.23,6.1,1,140.25,4,1
2019,20190323LGHT0,190323_143037,76849,154.86,12.3,1,142.27,4,1
2019,20190323LGHT0,190323_143941,78603,121.9,33.9,14,125.67,4,1
2019,20190323LGHT0,190323_144228,61102,112.38,6.4,1,139.21,4,0
2019,20190323LGHT0,190323_145312,72443,144.58,34.0,14,125.0,4,1
2019,20190323LGHT0,190323_153329,78135,107.15,-3.4,5,127.35,4,0
2019,20190323LGHT0,190323_155613,72443,126.12,43.1,14,139.39,4,1
2019,20190323LGHT0,190323_161514,76849,151.39,-1.8,5,137.91,4,0
2019,20190323LGHT0,190323_162434,78135,149.86,37.7,2,122.48,4,1
2019,20190323SSNC0,190323_140248,62404,144.54,-1.0,8,144.23,7,0
2019,20190323SSNC0,190323_140430,75566,163.86,-9.9,5,146.62,7,0
2019,20190323SSNC0,190323_142223,67450,167.5,4.5,1,144.25,7,1
2019,20190323SSNC0,190323_142624,61404,119.01,-24.5,5,147.6,7,0
2019,20190323SSNC0,190323_144742,79402,155.51,10.1,1,141.25,7,1
2019,20190323SSNC0,190323_145018,62415,137.79,45.0,14,147.04,7,1
2019,20190323SSNC0,190323_145143,62404,119.56,77.1,13,139.93,7,0
2019,20190323SSNC0,190323_145848,75566,91.76,11.2,5,146.52,7,1
2019,20190323SSNC0,190323_145947,67450,150.7,-3.7,8,147.17,7,0
2019,20190323SSNC0,190323_152226,61404,124.5,-4.9,5,143.25,7,0
2019,20190323SSNC0,190323_154001,62415,151.59,-5.9,8,148.44,7,0
2019,20190323SSNC0,190323_160956,79402,149.25,21.4,14,138.89,7,1
2019,20190323SSNC0,190323_163156,67450,127.88,41.9,14,117.69,7,1
2019,20190323WOLT0,190323_140324,64300,105.35,51.1,14,145.45,9,0
2019,20190323WOLT0,190323_140419,75125,128.89,62.5,14,145.6,9,0
2019,20190323WOLT0,190323_141752,77532,138.5,39.9,14,131.85,9,1
2019,20190323WOLT0,190323_143709,78168,123.98,8.9,1,144.39,9,1
2019,20190323WOLT0,190323_144156,64300,140.9,14.3,1,131.97,9,1
2019,20190323WOLT0,190323_144359,75125,151.41,14.1,1,129.01,9,1
2019,20190323WOLT0,190323_150440,77532,133.49,-1.4,5,146.28,9,0
2019,20190323WOLT0,190323_153043,64300,149.98,35.1,15,129.93,9,1
2019,20190323WOLT0,190323_153249,75125,157.61,26.7,15,142.01,9,1
2019,20190323WOLT0,190323_153639,68345,153.19,0.6,1,145.53,9,0
