PIT_ID,HIT_VEL,HIT_ANG_VER,HIT_RESULT
200910_191853,159.25,35.5,15
210511_202826,170.16,-6.3,5
190924_193711,96.95,28.9,1
200603_204048,107.29,14.7,14
180412_213506,124.29,26.8,14
190707_184306,149.75,24.7,14
200913_164744,151.84,3.6,1
201018_145713,116.54,68.0,13
200825_195139,165.07,-6.6,5
190328_185656,125.61,49.9,14
200901_212435,152.45,31.2,15
190526_171122,152.84,31.9,2
200530_191313,161.62,13.8,12
180401_170209,155.77,16.7,12
200603_203433,116.86,36.2,14
190601_172720,136.29,-19.2,5
180928_214401,153.86,35.1,15
180922_175209,136.28,6.7,12
190820_193306,161.23,-9.7,5
210709_193351,147.37,-4.8,5
190327_192023,145.87,8.9,1
200916_205315,147.17,-6.0,5
210708_205637,137.69,16.2,1
200709_194508,142.88,7.1,1
190623_192042,131.24,28.5,14
180506_160101,77.82,62.2,13
190613_201956,113.3,43.2,14
180805_180134,130.12,18.4,14
190414_142159,136.08,-7.5,8
180421_171038,124.24,56.4,14
190717_195327,121.49,8.9,1
180717_213636,119.53,15.9,1
181013_171126,127.28,15.8,2
210618_192243,154.34,23.5,15
180427_212644,152.17,30.8,2
180623_191002,67.74,-3.9,7
210701_184354,110.5,-8.6,5
180918_202644,119.61,-17.0,5
190702_201706,159.37,18.2,3
200620_182104,84.4,10.5,5
180722_191150,129.79,15.0,1
180629_211509,149.73,34.3,15
180516_195527,158.43,12.7,2
210410_190628,149.87,32.9,14
200819_195900,141.38,-0.3,8
190630_203531,45.89,-39.3,5
200820_193211,137.08,-7.6,5
200903_202704,156.66,16.4,1
180628_190235,150.56,-9.1,1
200917_184803,119.13,76.4,13
201011_180223,131.24,45.3,14
180814_213129,162.79,20.7,2
190619_183903,113.34,39.5,1
200522_214949,127.64,62.5,14
190801_203914,141.21,31.6,14
200704_190348,140.11,-17.9,4
200508_203318,160.86,26.3,15
210406_183637,140.27,16.6,1
210608_213633,141.53,12.0,1
180403_185609,161.01,-9.1,4
190604_193914,144.14,-23.7,5
200912_195603,142.65,-9.3,5
190823_221444,134.69,27.3,17
180527_145830,131.47,69.4,13
180908_183119,142.78,37.4,14
190517_211231,122.25,25.9,14
190726_193023,108.87,13.7,1
180516_202458,122.92,10.5,12
180420_190219,108.56,52.3,14
190420_185250,117.24,79.5,13
190605_192255,154.72,14.0,14
200814_183514,139.9,35.5,14
180719_185056,162.38,0.9,1
190525_184537,148.63,23.5,2
201004_160954,128.23,-4.0,2
190407_163457,120.63,40.6,14
180922_170452,130.55,22.0,14
180920_190919,96.34,-11.6,5
190827_195250,100.7,12.2,12
180503_220522,162.09,15.7,1
210414_184530,115.11,78.0,14
190608_183008,119.49,-6.8,5
190901_141624,134.0,6.4,1
210506_211258,145.46,6.9,2
200710_192030,126.83,17.5,14
200517_160203,154.59,-2.2,1
200716_193810,145.66,22.1,14
190818_193940,149.73,17.9,17
200512_192829,154.82,15.0,14
200906_161108,138.59,-5.3,5
201022_203939,132.95,18.2,2
200703_212943,116.53,39.7,14
201018_160748,144.21,38.4,14
200619_203805,104.32,-13.3,5
190926_193819,137.38,50.8,14
180613_213008,110.03,-24.1,5
180808_184436,163.91,5.0,1
180522_140717,105.75,-21.8,1
200529_185024,155.46,14.9,14
200730_182948,126.11,8.8,1
190502_210152,154.09,20.9,2
180406_183128,126.02,81.2,13
190427_195712,149.86,17.7,2
180609_174536,142.4,30.6,14
200822_204418,152.0,25.1,2
180620_213243,135.59,12.7,1
190717_201308,137.03,1.7,5
210609_193958,120.24,45.8,14
210526_193922,147.58,-0.3,5
191001_212443,135.84,11.6,1
180504_190521,148.21,24.3,14
180929_195250,129.87,11.5,2
200916_204132,146.7,5.6,5
180414_172353,82.0,21.6,14
210521_202832,121.82,8.4,1
180812_200624,123.52,46.5,13
180614_205621,145.18,8.5,1
201001_165317,138.01,36.2,14
180529_204928,65.17,75.7,13
180405_203330,133.69,19.0,17
210514_185956,153.05,-10.9,5
180418_204646,105.69,-15.7,5
190621_211118,144.09,-3.0,1
180407_204831,115.08,43.4,14
180411_192834,44.94,54.0,14
190327_183415,144.82,-2.5,5
180531_185822,160.83,6.2,1
200915_184953,119.98,60.2,14
201027_183003,144.89,-4.7,1
190412_194727,121.23,12.8,1
190517_191504,131.91,-11.5,5
200707_193052,120.91,6.1,12
181009_160019,148.23,-0.2,5
180427_200131,163.31,-3.9,1
200507_214854,154.9,-11.0,1
190705_202742,131.78,25.8,14
180808_183842,133.21,28.1,14
190502_213048,96.29,-13.0,5
200830_195237,103.38,32.3,1
180429_140110,141.8,7.1,1
200617_184923,157.6,22.9,14
190716_212439,164.45,3.6,1
190712_205113,153.27,14.0,3
180811_201353,115.62,-2.8,5
180601_210913,118.71,66.7,14
180815_193503,69.58,6.2,5
210519_142406,137.87,67.5,14
200922_201751,145.78,22.1,14
200704_210136,109.22,9.9,5
210511_203039,131.64,56.4,5
180414_180430,128.63,32.7,14
190803_194350,146.49,7.8,1
200927_162400,143.41,14.7,1
200523_172503,140.9,-15.1,5
200731_194327,140.38,38.5,14
210604_201832,97.13,30.4,1
190621_184924,132.81,20.5,2
190611_211415,152.11,19.6,14
180515_195356,154.7,4.5,1
190606_140713,97.12,-15.1,8
210622_210540,145.7,36.4,14
200606_190921,130.12,30.0,14
200519_194905,144.96,14.1,14
210704_195605,144.19,-10.4,5
190914_180430,147.52,1.5,1
190509_192429,139.44,2.6,1
180929_175014,139.73,10.4,1
180623_174238,145.41,10.1,1
180810_203551,123.9,49.9,14
180330_201628,107.64,23.5,1
190621_202654,152.96,11.6,1
210422_190523,164.73,4.8,12
180920_214549,159.92,19.4,15
210610_222547,139.19,2.1,5
180428_171238,159.92,20.7,2
210612_170043,159.61,0.0,5
180606_145902,114.7,65.5,13
201007_202214,133.23,34.8,14
210619_171730,140.23,-16.5,8
210705_222910,148.54,29.3,14
190518_174152,120.66,0.7,5
200709_192411,92.77,76.0,14
200625_205637,149.85,-15.9,5
210613_184623,108.91,21.9,1
180410_200547,98.04,-32.5,5
181012_193718,119.88,-0.5,5
180722_182819,126.23,39.6,14
200731_213300,119.92,70.0,13
180603_210513,154.53,1.7,1
180610_173226,148.08,27.4,14
190818_170704,136.07,24.7,17
200815_191112,167.48,5.5,1
190913_141834,133.95,9.5,1
200614_190332,117.98,22.0,1
180529_210302,99.76,27.1,1
180929_184714,126.98,30.7,17
181006_174036,152.44,3.3,5
190416_214449,136.15,28.9,13
180914_192422,137.45,-4.1,4
210509_193313,147.01,0.6,1
200604_202000,146.15,25.2,14
200912_190238,120.47,48.7,14
190324_152800,110.4,-3.6,5
210610_215927,124.46,38.1,13
210709_200920,91.61,66.5,13
190502_211707,160.04,-3.3,5
190929_151426,131.07,-12.8,5
210618_190147,137.03,69.5,14
180724_211850,163.06,35.0,15
210626_184215,133.92,2.4,1
210612_185117,114.3,48.3,14
180605_184415,107.41,34.5,17
180519_174648,126.17,5.1,1
200716_204352,106.3,-7.4,8
200519_213239,142.65,11.5,1
200529_184238,126.49,-13.9,5
201010_173540,122.15,70.4,14
