GYEAR,G_ID,PIT_ID,PCODE,HIT_VEL,HIT_ANG_VER,HIT_RESULT,PIT_VEL,STADIUM,barrel
2018,20180324HHWO0,180324_140911,62700,113.72,13.5,1,139.13,5,1
2018,20180324HHWO0,180324_143925,64300,154.95,0.8,1,140.14,5,0
2018,20180324HHWO0,180324_145908,62700,128.37,26.4,14,147.46,5,1
2018,20180324HHWO0,180324_154150,64300,119.63,38.6,14,137.25,5,1
2018,20180324HHWO0,180324_162025,62700,122.87,45.3,14,135.37,5,1
2018,20180324HHWO0,180324_162925,64300,131.99,48.0,14,139.87,5,1
2018,20180324HHWO0,180324_171127,62700,111.63,-13.0,5,126.71,5,0
2018,20180324LGNC0,180324_140255,64153,117.69,1.3,5,151.1,6,0
2018,20180324LGNC0,180324_140736,62907,157.86,-8.4,5,142.87,6,0
2018,20180324LGNC0,180324_143046,61102,166.56,-3.6,5,150.26,6,0
2018,20180324LGNC0,180324_145431,62931,108.48,22.9,1,145.78,6,1
2018,20180324LGNC0,180324_151824,61102,145.32,35.0,14,140.6,6,1
2018,20180324LGNC0,180324_152707,62907,84.79,-19.9,5,146.06,6,0
2018,20180324LGNC0,180324_153049,62931,152.81,20.2,2,142.32,6,1
2018,20180324LGNC0,180324_153155,62947,85.43,-26.5,5,145.14,6,0
2018,20180324LGNC0,180324_153806,64153,123.74,52.3,14,133.02,6,0
2018,20180324LGNC0,180324_161819,62931,142.32,10.8,1,136.63,6,1
2018,20180324LTSK0,180324_143215,62895,96.96,45.7,14,140.84,3,1
2018,20180324LTSK0,180324_144058,62556,150.41,6.8,12,144.03,3,1
2018,20180324LTSK0,180324_152345,62895,153.37,16.7,2,142.48,3,1
2018,20180324LTSK0,180324_153356,62556,118.33,37.6,14,130.95,3,1
2018,20180324LTSK0,180324_163413,62556,131.94,69.6,13,145.01,3,0
2018,20180324LTSK0,180324_170457,62895,129.88,52.0,14,135.18,3,1
2018,20180324SSOB0,180324_142600,61404,94.24,31.2,1,145.57,1,1
2018,20180324SSOB0,180324_144708,62404,117.77,2.9,2,134.99,1,0
2018,20180324SSOB0,180324_145850,61404,147.76,-15.9,5,137.84,1,0
2018,20180324SSOB0,180324_150949,62415,43.23,-7.0,16,145.92,1,0
2018,20180324SSOB0,180324_155046,61404,151.44,-19.1,5,145.96,1,0
2018,20180324SSOB0,180324_155925,62404,157.87,-3.0,5,139.48,1,0
2018,20180324SSOB0,180324_163550,62415,155.0,13.2,1,149.15,1,1
2018,20180325HHWO0,180325_143836,64300,118.68,40.1,14,141.74,5,1
2018,20180325HHWO0,180325_152221,64300,116.89,24.1,1,140.54,5,1
2018,20180325HHWO0,180325_154059,62700,165.24,-9.0,1,141.07,5,0
2018,20180325HHWO0,180325_162302,64300,130.38,-19.1,5,127.21,5,0
2018,20180325HHWO0,180325_163050,62700,153.87,35.1,15,143.25,5,1
2018,20180325HHWO0,180325_171114,64300,113.31,83.8,13,123.05,5,0
2018,20180325LGNC0,180325_140829,62907,110.5,50.0,14,144.33,6,0
2018,20180325LGNC0,180325_141227,62947,148.72,-10.9,5,130.51,6,0
2018,20180325LGNC0,180325_145255,62907,105.26,16.9,1,143.62,6,1
2018,20180325LGNC0,180325_154714,62907,153.8,-0.2,5,142.03,6,0
2018,20180325LGNC0,180325_161332,62907,148.16,-7.0,5,138.15,6,0
2018,20180325LGNC0,180325_163229,62947,154.99,14.6,14,120.88,6,1
2018,20180325LGNC0,180325_163846,61102,119.75,30.0,14,133.8,6,1
2018,20180325LGNC0,180325_165817,62931,126.57,35.5,14,129.15,6,1
2018,20180325LGNC0,180325_170238,64153,156.74,29.3,15,145.25,6,1
