GYEAR,G_ID,PIT_ID,PCODE,HIT_VEL,HIT_ANG_VER,HIT_RESULT,PIT_VEL,STADIUM,barrel
2019,20190323HHOB0,190323_141717,68730,146.08,4.7,1,137.97,1,1
2019,20190323HHOB0,190323_141942,71752,116.93,2.9,1,143.43,1,0
2019,20190323HHOB0,190323_144539,69209,126.45,2.5,8,143.61,1,0
2019,20190323HHOB0,190323_151016,68743,136.3,48.7,14,142.84,1,1
2019,20190323HHOB0,190323_152112,69209,125.51,3.3,5,144.63,1,0
2019,20190323HHOB0,190323_153117,68730,164.56,-0.2,1,143.39,1,0
2019,20190323HHOB0,190323_153232,71752,131.69,6.3,1,143.73,1,1
2019,20190323HHOB0,190323_161509,69209,148.42,0.8,1,133.98,1,0
2019,20190323HHOB0,190323_163126,71752,147.73,-6.4,8,120.3,1,0
2019,20190323HHOB0,190323_170841,69209,141.56,8.9,2,142.03,1,1
2019,20190323HHOB0,190323_171817,68730,147.71,7.6,1,139.89,1,1
2019,20190323KTSK0,190323_142459,67872,145.33,-16.5,2,143.94,3,0
2019,20190323KTSK0,190323_143242,71837,117.16,37.2,14,141.49,3,1
2019,20190323KTSK0,190323_144804,68050,152.26,10.5,1,135.14,3,1
2019,20190323KTSK0,190323_145901,67872,127.85,68.1,14,142.89,3,0
2019,20190323KTSK0,190323_151145,71837,133.96,7.1,1,123.6,3,1
2019,20190323KTSK0,190323_152159,68050,106.11,-18.4,5,136.29,3,0
2019,20190323KTSK0,190323_152709,67872,124.09,74.0,13,142.3,3,0
2019,20190323KTSK0,190323_160924,67025,80.75,40.4,14,121.43,3,1
2019,20190323KTSK0,190323_162707,67872,158.21,28.0,15,142.76,3,1
2019,20190323KTSK0,190323_170438,68050,145.94,36.3,14,130.43,3,1
2019,20190323SSNC0,190323_142223,67450,167.5,4.5,1,144.25,7,1
2019,20190323SSNC0,190323_145947,67450,150.7,-3.7,8,147.17,7,0
2019,20190323SSNC0,190323_163156,67450,127.88,41.9,14,117.69,7,1
2019,20190323WOLT0,190323_140324,64300,105.35,51.1,14,145.45,9,0
2019,20190323WOLT0,190323_144156,64300,140.9,14.3,1,131.97,9,1
2019,20190323WOLT0,190323_153043,64300,149.98,35.1,15,129.93,9,1
2019,20190323WOLT0,190323_153639,68345,153.19,0.6,1,145.53,9,0
2019,20190323WOLT0,190323_154303,67341,154.98,-2.2,5,148.75,9,0
2019,20190323WOLT0,190323_160837,64300,123.75,30.8,14,135.22,9,1
2019,20190323WOLT0,190323_162553,68345,152.95,11.6,1,133.5,9,1
2019,20190323WOLT0,190323_163806,67341,139.96,-3.7,1,134.53,9,0
2019,20190323WOLT0,190323_165237,64300,134.9,-14.4,5,139.89,9,0
2019,20190323WOLT0,190323_171408,67341,135.3,24.4,14,135.74,9,1
2019,20190324HHOB0,190324_141239,68730,164.74,13.1,2,144.49,1,1
2019,20190324HHOB0,190324_141424,71752,132.22,9.0,1,127.32,1,1
2019,20190324HHOB0,190324_143424,68743,138.26,32.6,14,142.88,1,1
2019,20190324HHOB0,190324_145555,68730,137.24,20.4,14,127.15,1,1
2019,20190324HHOB0,190324_151304,68743,140.92,-3.8,5,142.31,1,0
2019,20190324HHOB0,190324_151928,69209,94.71,37.5,14,141.58,1,1
2019,20190324HHOB0,190324_154021,71752,160.97,-3.0,5,142.18,1,0
2019,20190324HHOB0,190324_155510,68743,154.15,8.9,1,139.35,1,1
2019,20190324HHOB0,190324_163121,68730,135.95,16.4,14,140.51,1,1
2019,20190324KTSK0,190324_140227,68050,152.52,8.6,1,149.82,3,1
2019,20190324KTSK0,190324_140801,71837,109.62,17.7,1,129.81,3,1
2019,20190324KTSK0,190324_141946,67872,126.02,36.8,14,106.61,3,1
2019,20190324KTSK0,190324_145618,71837,136.26,22.4,2,129.06,3,1
2019,20190324KTSK0,190324_154820,71837,130.96,13.2,1,111.82,3,1
2019,20190324KTSK0,190324_160223,67872,152.56,49.4,14,145.72,3,1
2019,20190324KTSK0,190324_164543,68050,159.77,43.3,14,144.41,3,1
2019,20190324KTSK0,190324_164724,67025,120.06,-5.3,5,131.94,3,0
2019,20190324KTSK0,190324_170541,67872,139.72,15.0,1,117.99,3,1
2019,20190324WOLT0,190324_140157,67341,134.95,29.2,14,142.25,9,1
