AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,PCODE,GYEAR,G_ID
0.667,4,3,0,2,2,0,0,0,0,0,1,0,0,0,0.667,50165,2020,20200505
0.250,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0.429,50165,2020,20200506
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.364,50165,2020,20200507
0.600,5,5,1,3,0,0,0,1,0,0,0,0,1,0,0.43799999999999994,50165,2020,20200508
0.500,5,4,2,2,0,0,2,2,0,0,1,0,1,0,0.45,50165,2020,2020051
0.333,4,3,1,1,0,0,1,2,0,0,1,0,0,0,0.435,50165,2020,20200512
0.250,5,4,2,1,1,0,0,1,0,0,1,0,1,0,0.40700000000000003,50165,2020,20200513
0.500,4,4,0,2,0,0,0,0,0,0,0,0,1,0,0.419,50165,2020,20200514
0.000,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0.406,50165,2020,20200516
0.333,4,3,1,1,0,0,1,1,0,0,0,1,1,0,0.4,50165,2020,20200516
0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.37799999999999995,50165,2020,20200517
0.667,4,3,1,2,1,0,1,3,0,0,1,0,0,0,0.4,50165,2020,20200519
0.333,4,3,1,1,0,0,1,1,0,0,1,0,1,0,0.395,50165,2020,2020052
0.500,4,4,0,2,0,0,0,0,0,0,0,0,1,0,0.40399999999999997,50165,2020,20200521
0.250,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0.392,50165,2020,20200522
0.000,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0.364,50165,2020,20200523
0.200,5,5,1,1,0,0,1,4,0,0,0,0,1,0,0.35,50165,2020,20200524
0.333,4,3,1,1,0,0,1,1,0,0,1,0,2,0,0.349,50165,2020,20200526
0.500,4,4,1,2,0,0,1,2,0,0,0,0,1,0,0.358,50165,2020,20200527
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.35200000000000004,50165,2020,20200528
0.750,4,4,1,3,0,0,1,2,0,0,0,0,0,0,0.373,50165,2020,20200529
0.333,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0.37200000000000005,50165,2020,2020053
0.500,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0.375,50165,2020,20200531
0.333,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0.373,50165,2020,20200602
0.000,5,3,0,0,0,0,0,1,0,0,1,0,2,0,0.36,50165,2020,20200603
0.400,5,5,1,2,0,0,0,0,0,0,0,0,1,0,0.363,50165,2020,20200604
0.500,4,4,2,2,0,0,2,3,0,0,0,0,1,0,0.368,50165,2020,20200605
0.000,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0.361,50165,2020,20200606
0.600,5,5,0,3,0,0,0,1,0,0,0,0,1,0,0.373,50165,2020,20200607
0.500,4,2,0,1,0,0,0,0,0,0,2,0,0,0,0.375,50165,2020,20200609
0.500,4,4,2,2,0,0,1,2,0,0,0,0,0,0,0.38,50165,2020,20200611
0.250,4,4,0,1,1,0,0,2,0,0,0,0,2,0,0.375,50165,2020,20200611
0.000,5,2,0,0,0,0,0,0,0,0,3,0,2,0,0.368,50165,2020,20200618
0.000,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0.353,50165,2020,20200619
0.500,4,4,0,2,0,0,0,0,0,0,0,0,2,0,0.358,50165,2020,2020062
