AVG1,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,AVG2,PCODE,GYEAR,G_ID
0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,61102,2018,20180324
0.000,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0.0,61102,2018,20180325
0.500,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0.222,61102,2018,20180328
0.333,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0.25,61102,2018,20180329
0.333,3,3,0,1,0,0,0,0,0,0,0,0,1,1,0.267,61102,2018,20180303
0.500,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0.316,61102,2018,20180331
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.304,61102,2018,20180401
0.250,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.29600000000000004,61102,2018,20180404
1.000,5,3,3,3,0,0,2,3,0,0,2,0,0,0,0.36700000000000005,61102,2018,20180406
0.333,4,3,1,1,1,0,0,0,0,0,1,0,1,0,0.364,61102,2018,20180407
0.333,4,3,1,1,1,0,0,0,0,0,1,0,0,0,0.361,61102,2018,20180408
0.333,4,3,0,1,1,0,0,0,0,0,1,0,1,0,0.359,61102,2018,20180401
0.333,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0.35700000000000004,61102,2018,20180411
0.333,4,3,0,1,0,0,0,1,0,0,1,0,0,0,0.35600000000000004,61102,2018,20180412
0.333,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.354,61102,2018,20180413
0.400,5,5,2,2,2,0,0,2,0,0,0,0,0,1,0.358,61102,2018,20180415
0.400,5,5,1,2,0,0,0,1,0,0,0,0,2,0,0.36200000000000004,61102,2018,20180417
0.250,4,4,0,1,1,0,0,2,0,0,0,0,1,1,0.355,61102,2018,20180418
0.500,4,4,1,2,0,0,1,3,0,0,0,0,0,0,0.364,61102,2018,20180419
0.667,4,3,2,2,0,0,1,2,0,0,1,0,1,0,0.377,61102,2018,20180402
0.250,5,4,1,1,1,0,0,0,0,0,1,0,3,0,0.37,61102,2018,20180421
0.400,5,5,0,2,0,0,0,0,0,0,0,0,2,0,0.37200000000000005,61102,2018,20180422
0.500,2,2,1,1,0,0,1,2,0,0,0,0,0,1,0.375,61102,2018,20180424
0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0.361,61102,2018,20180425
0.250,4,4,1,1,0,0,0,0,0,0,0,0,3,0,0.35600000000000004,61102,2018,20180427
0.000,4,2,1,0,0,0,0,0,0,0,2,0,1,0,0.348,61102,2018,20180428
0.200,5,5,1,1,0,0,1,1,0,0,0,0,3,0,0.34,61102,2018,20180429
0.250,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0.337,61102,2018,20180501
0.333,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0.337,61102,2018,20180503
0.250,4,4,0,1,1,0,0,1,0,0,0,0,1,0,0.33299999999999996,61102,2018,20180504
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.321,61102,2018,20180505
0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.313,61102,2018,20180506
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.31,61102,2018,20180508
0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.302,61102,2018,20180509
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.292,61102,2018,20180501
0.200,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0.28800000000000003,61102,2018,20180511
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.28600000000000003,61102,2018,20180513
0.200,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0.282,61102,2018,20180515
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0.27399999999999997,61102,2018,20180516
0.500,4,4,1,2,1,0,0,1,0,0,0,0,1,0,0.281,61102,2018,20180517
0.667,4,3,0,2,0,0,0,1,0,0,1,0,0,0,0.289,61102,2018,20180518
0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0.285,61102,2018,20180519
0.000,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.27699999999999997,61102,2018,20180502
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.276,61102,2018,20180522
0.000,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0.275,61102,2018,20180523
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.268,61102,2018,20180525
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.266,61102,2018,20180526
0.400,5,5,1,2,0,0,0,0,0,0,0,0,1,0,0.27,61102,2018,20180527
0.000,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0.262,61102,2018,20180529
0.000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.26,61102,2018,20180503
1.000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.265,61102,2018,20180531
0.000,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0.262,61102,2018,20180601
0.000,4,2,0,0,0,0,0,0,0,0,1,1,1,0,0.259,61102,2018,20180602
0.250,4,4,1,1,1,0,0,2,0,0,0,0,0,0,0.258,61102,2018,20180603
0.000,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0.254,61102,2018,20180606
0.000,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0.249,61102,2018,20180607
0.400,5,5,1,2,0,0,1,2,0,0,0,0,2,0,0.253,61102,2018,20180608
0.250,4,4,1,1,0,0,0,0,0,0,0,0,2,0,0.253,61102,2018,20180609
0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0.249,61102,2018,20180601
0.000,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0.245,61102,2018,20180612
0.000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.243,61102,2018,20180613
0.250,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.243,61102,2018,20180614
0.000,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0.23800000000000002,61102,2018,20180615
0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.237,61102,2018,20180616
0.667,4,3,1,2,0,0,0,1,0,0,1,0,0,0,0.243,61102,2018,20180617
0.667,4,3,0,2,0,0,0,0,0,0,1,0,0,0,0.249,61102,2018,20180619
0.500,4,4,1,2,1,0,0,1,0,0,0,0,1,0,0.253,61102,2018,20180602
0.500,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0.258,61102,2018,20180621
0.000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.257,61102,2018,20180623
0.500,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0.259,61102,2018,20180624
0.250,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0.259,61102,2018,20180627
1.000,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0.265,61102,2018,20180629
0.500,3,2,1,1,0,0,1,2,0,0,0,1,0,0,0.267,61102,2018,20180603
0.500,4,4,0,2,1,0,0,1,0,0,0,0,2,0,0.271,61102,2018,20180703
0.667,4,3,2,2,0,0,1,1,0,0,0,1,0,0,0.276,61102,2018,20180704
-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,61102,2018,20180705
0.667,3,3,1,2,0,0,1,3,0,0,0,0,0,0,0.28,61102,2018,20180706
