PCODE,GYEAR,G_ID,STADIUM,AVG1,PA,AB,R,H,2B,3B,HR,RBI,barrel_per,1B,SLG,SLG_cumsum
61102,2018,20180324,6.0,0.000,3,3,0,0,0,0,0,0,0.3333333333333333,0,0.0,0.0
61102,2018,20180325,6.0,0.000,3,2,0,0,0,0,0,0,0.3333333333333333,0,0.0,0.0
61102,2018,20180328,5.0,0.500,4,4,2,2,0,0,0,0,0.5,2,0.5,0.2222222222222222
61102,2018,20180329,5.0,0.333,3,3,0,1,0,0,0,1,0.3333333333333333,1,0.3333333333333333,0.25
61102,2018,20180330,1.0,0.333,3,3,0,1,0,0,0,0,0.0,1,0.3333333333333333,0.26666666666666666
61102,2018,20180331,1.0,0.500,4,4,1,2,0,0,1,2,0.5,1,1.25,0.47368421052631576
61102,2018,20180401,1.0,0.250,4,4,0,1,0,0,0,0,0.25,1,0.25,0.43478260869565216
61102,2018,20180404,1.0,0.250,4,4,0,1,0,0,0,0,0.5,1,0.25,0.4074074074074074
61102,2018,20180406,9.0,1.000,5,3,3,3,0,0,2,3,0.6,1,3.0,0.6666666666666666
61102,2018,20180407,9.0,0.333,4,3,1,1,1,0,0,0,0.25,0,0.6666666666666666,0.6666666666666666
61102,2018,20180408,9.0,0.333,4,3,1,1,1,0,0,0,0.5,0,0.6666666666666666,0.6666666666666666
61102,2018,20180410,1.0,0.333,4,3,0,1,1,0,0,0,0.25,0,0.6666666666666666,0.6666666666666666
61102,2018,20180411,1.0,0.333,3,3,1,1,0,0,1,1,0.6666666666666666,0,1.3333333333333333,0.7142857142857143
61102,2018,20180412,1.0,0.333,4,3,0,1,0,0,0,1,0.25,1,0.3333333333333333,0.6888888888888889
61102,2018,20180413,1.0,0.333,3,3,0,1,0,0,0,0,0.3333333333333333,1,0.3333333333333333,0.6666666666666666
61102,2018,20180415,1.0,0.400,5,5,2,2,2,0,0,2,0.6,0,0.8,0.6792452830188679
61102,2018,20180417,4.0,0.400,5,5,1,2,0,0,0,1,0.4,2,0.4,0.6551724137931034
61102,2018,20180418,4.0,0.250,4,4,0,1,1,0,0,2,0.25,0,0.5,0.6451612903225806
61102,2018,20180419,4.0,0.500,4,4,1,2,0,0,1,3,0.5,1,1.25,0.6818181818181818
61102,2018,20180420,6.0,0.667,4,3,2,2,0,0,1,2,0.25,1,1.6666666666666667,0.7246376811594203
61102,2018,20180421,6.0,0.250,5,4,1,1,1,0,0,0,0.2,0,0.5,0.7123287671232876
61102,2018,20180422,6.0,0.400,5,5,0,2,0,0,0,0,0.4,2,0.4,0.6923076923076923
